word,node-label,new-val
(ตุ๊กตุ๊กจาก - VERB),pos,0.8251804330392943
(สองสาม - ADJ),pos,0.8243785084202085
(รัม - VERB),pos,0.8235765838011226
(เท้า - VERB),pos,0.8227746591820368
(ล้น - ADJ),pos,0.8219727345629511
(วาด - VERB),pos,0.8211708099438653
(ไฮไลต์ - VERB),pos,0.8203688853247795
(ผับคลับ - VERB),pos,0.8195669607056937
(เจ็บปวด - ADV),pos,0.8187650360866079
(งาม - ADJ),pos,0.8179631114675221
(คุณดื่ม - VERB),pos,0.8171611868484362
(ติดขัด - VERB),pos,0.8163592622293504
(รส - VERB),pos,0.8155573376102646
(อาชีพ - VERB),pos,0.8147554129911788
(อ่า - VERB),pos,0.813953488372093
(บ้า - ADJ),pos,0.8131515637530072
(ไหว - VERB),pos,0.8123496391339214
(เสื่อ - ADV),pos,0.8115477145148356
(นอน - ADV),pos,0.8107457898957497
(หลอกล่อ - ADJ),pos,0.809943865276664
(กลิ้งเวอร์ชั่น - VERB),pos,0.8091419406575782
(คาดคิด - VERB),pos,0.8083400160384924
(น้ำเปียก - VERB),pos,0.8075380914194066
(เดินเตร่ - ADJ),pos,0.8067361668003208
(ยักษ์ - ADJ),pos,0.805934242181235
(แบรนด์ - ADV),pos,0.8051323175621492
(คุณดี - VERB),pos,0.8043303929430633
(เปรียบเทียบ - ADV),pos,0.8035284683239775
(ผัก - VERB),pos,0.8027265437048917
(ไข - VERB),pos,0.8019246190858059
(มาย - ADJ),pos,0.8011226944667201
(พิมพ์ - VERB),pos,0.8003207698476343
(เสี่ยง - VERB),pos,0.7995188452285485
(สว่าง - ADJ),pos,0.7987169206094628
(เช้า - ADJ),pos,0.7979149959903769
(ฉีกขาด - VERB),pos,0.7971130713712911
(ป้องกัน - VERB),pos,0.7963111467522053
(เกาะ - VERB),pos,0.7955092221331195
(ถนนบางลาระวัง - VERB),pos,0.7947072975140337
(ไอศครีม - ADV),pos,0.7939053728949479
(เมืองไทย - VERB),pos,0.7931034482758621
(ใสพอ - ADJ),pos,0.7923015236567763
(ผับ - ADV),pos,0.7914995990376904
(n - VERB),pos,0.7906976744186046
(บาร์ริม - VERB),pos,0.7898957497995188
(ยอร์ก้า - ADJ),pos,0.789093825180433
(เปิดใจ - VERB),pos,0.7882919005613472
(วิเศษ - ADV),pos,0.7874899759422614
(หยาง - VERB),pos,0.7866880513231757
(เยี่ยมชมชายหาด - ADV),pos,0.7858861267040899
(ลบ - VERB),pos,0.785084202085004
(ไฟ - VERB),pos,0.7842822774659182
(เจ็ทสกีร่อน - VERB),pos,0.7834803528468324
(ดีใจ - ADJ),pos,0.7826784282277466
(อุ่น - ADJ),pos,0.7818765036086608
(สะสม - VERB),pos,0.781074578989575
(กะตะน้อย - VERB),pos,0.7802726543704892
(คัน - VERB),pos,0.7794707297514034
(แน่นอน - VERB),pos,0.7786688051323175
(เยี่ยม - VERB),pos,0.7778668805132317
(โทร - ADV),pos,0.7770649558941459
(เจ็ด - VERB),pos,0.7762630312750601
(ป่วย - VERB),pos,0.7754611066559743
(แข่งขัน - ADV),pos,0.7746591820368885
(ต้น - ADV),pos,0.7738572574178028
(นิ่ง - VERB),pos,0.773055332798717
(สี - ADJ),pos,0.7722534081796311
(มุมมอง - ADJ),pos,0.7714514835605453
(เร่งรีบ - ADV),pos,0.7706495589414595
(เด็ด - ADJ),pos,0.7698476343223737
(การท่องเที่ยว - VERB),pos,0.7690457097032879
(ยา - ADV),pos,0.7682437850842021
(อ่าวมา - ADV),pos,0.7674418604651163
(บาร์และ - VERB),pos,0.7666399358460305
(ปลาย - VERB),pos,0.7658380112269446
(กังหมิง - VERB),pos,0.7650360866078588
(ยาม - ADJ),pos,0.764234161988773
(ฤดู - VERB),pos,0.7634322373696872
(คุณสว่าง - VERB),pos,0.7626303127506014
(ปล่อง - VERB),pos,0.7618283881315157
(ผ้า - VERB),pos,0.7610264635124299
(คาบาเร่ต์ - VERB),pos,0.7602245388933441
(สลับ - VERB),pos,0.7594226142742582
(แก้ว - ADJ),pos,0.7586206896551724
(ลาดตระเวน - ADV),pos,0.7578187650360866
(กัว - VERB),pos,0.7570168404170008
(คละเคล้า - VERB),pos,0.756214915797915
(โก่ง - ADV),pos,0.7554129911788292
(บำรุงรักษา - VERB),pos,0.7546110665597434
(แอ็คชั่น - ADJ),pos,0.7538091419406576
(เที่ยงคืน - VERB),pos,0.7530072173215717
(เคลื่อน - VERB),pos,0.7522052927024859
(aaa - VERB),pos,0.7514033680834001
(ลาย - VERB),pos,0.7506014434643143
(แรมโรงแรม - VERB),pos,0.7497995188452286
(ๆ น้อย - ADJ),pos,0.7489975942261428
(กม - VERB),pos,0.748195669607057
(นุ่ม - VERB),pos,0.7473937449879712
(คูตา - VERB),pos,0.7465918203688853
(วิวทะเล - VERB),pos,0.7457898957497995
(ofcourse - ADJ),pos,0.7449879711307137
(ดื่ม - VERB),pos,0.7441860465116279
(เมืองหาดป่า - ADV),pos,0.7433841218925421
(เดา - ADJ),pos,0.7425821972734563
(หัก - VERB),pos,0.7417802726543705
(แขนง - VERB),pos,0.7409783480352847
(ซ่อน - ADV),pos,0.7401764234161988
(คุณขาว - VERB),pos,0.739374498797113
(ชุบ - VERB),pos,0.7385725741780272
(หยุดยั้ง - VERB),pos,0.7377706495589414
(มังสวิรัติ - VERB),pos,0.7369687249398557
(เลน - VERB),pos,0.7361668003207699
(sunglases - ADV),pos,0.7353648757016841
(หาดป่าตอง - ADJ),pos,0.7345629510825983
(ทำใจ - ADJ),pos,0.7337610264635124
(เครียด - ADJ),pos,0.7329591018444266
(เช้า - ADV),pos,0.7321571772253408
(เร่งรีบ - ADJ),pos,0.731355252606255
(กระเป๋า - VERB),pos,0.7305533279871692
(รูป - ADJ),pos,0.7297514033680834
(ปอม - VERB),pos,0.7289494787489976
(ประกัน - VERB),pos,0.7281475541299118
(สัก - ADJ),pos,0.7273456295108259
(ถาง - VERB),pos,0.7265437048917401
(แสง - ADV),pos,0.7257417802726543
(เฒ่า - ADJ),pos,0.7249398556535686
